City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,ballina,-28.8667,153.5667,23.21,84,77,1.69,AU,1670363127
368,vryburg,-26.9566,24.7284,19.4,63,46,4.34,ZA,1670363127
369,hasaki,35.7333,140.8333,3.45,64,1,3.21,JP,1670363128
370,bonthe,7.5264,-12.505,26.7,83,42,3.24,SL,1670363128
371,bilibino,68.0546,166.4372,-21.7,100,89,1.08,RU,1670363128
372,sobolevo,54.4299,31.8996,-8.71,80,100,5.97,RU,1670363129
373,magrath,49.4167,-112.8686,-19.82,77,100,4.12,CA,1670363129
374,lokoja,7.8024,6.743,26.5,30,100,0.71,NG,1670363130
375,enshi,30.3,109.4833,7.75,81,100,0.61,CN,1670363130
376,iqaluit,63.7506,-68.5145,-9.15,72,20,9.26,CA,1670363130
377,knyaze-volkonskoye,48.4642,135.4567,-13.81,95,83,3.26,RU,1670363131
378,casas grandes,30.3667,-107.95,20.8,31,27,7.7,MX,1670363131
379,sabha,27.0377,14.4283,18.85,21,1,2.49,LY,1670363132
380,xingyi,24.1877,102.817,9.51,95,67,1.78,CN,1670363132
381,chuy,-33.6971,-53.4616,21.19,77,0,3.79,UY,1670363132
382,bonfim,3.0833,-59.95,26.84,75,83,2.6,BR,1670363133
383,namatanai,-3.6667,152.4333,27.54,77,100,2.9,PG,1670363133
384,soma,39.1855,27.6094,8.52,84,92,1.04,TR,1670363134
385,cozumel,20.5083,-86.9458,28.93,67,20,4.47,MX,1670362884
386,katete,-0.7818,29.7544,14.71,90,78,1.6,UG,1670363134
387,coahuayana,18.7333,-103.6833,29.58,62,3,2.73,MX,1670363135
388,belaya gora,68.5333,146.4167,-39.7,92,91,2.25,RU,1670363135
389,palmares,-8.6833,-35.5917,23.29,83,91,1.88,BR,1670363135
390,lavrentiya,65.5833,-171.0,-6.41,88,99,0.99,RU,1670363136
391,kalmunai,7.4167,81.8167,24.28,86,100,6.04,LK,1670363136
392,camacha,33.0833,-16.3333,16.68,94,40,4.12,PT,1670363136
393,pierre,44.3683,-100.351,-0.64,63,75,3.6,US,1670363138
394,olafsvik,64.8945,-23.7142,4.23,74,98,3.62,IS,1670363140
395,krasnogvardeyskiy,57.3793,62.3195,-17.23,96,18,2.07,RU,1670363141
396,maceio,-9.6658,-35.7353,25.69,83,0,3.09,BR,1670363141
397,misratah,32.3754,15.0925,19.38,47,60,3.66,LY,1670363141
398,parana,-31.732,-60.5238,38.08,32,0,0.39,AR,1670363143
399,vostok,46.4856,135.8833,-14.95,97,100,1.64,RU,1670363143
400,leh,34.1667,77.5833,-7.94,78,53,0.65,IN,1670363144
401,lumsden,50.6501,-104.8678,-23.33,95,92,2.51,CA,1670363137
402,dasoguz,41.8363,59.9666,-11.03,73,0,2.06,TM,1670363145
403,san luis potosi,22.5,-100.5,24.23,31,0,4.08,MX,1670363012
404,talcahuano,-36.7167,-73.1167,19.82,73,0,5.66,CL,1670363145
405,elat,29.5581,34.9482,15.91,63,12,3.09,IL,1670363146
406,talaya,61.3833,152.75,-42.04,100,69,0.54,RU,1670363146
407,sao miguel,-5.4667,-35.3667,27.43,77,34,6.13,BR,1670362577
408,raudeberg,61.9875,5.1352,-1.19,53,100,11.25,NO,1670363147
409,zacualtipan,20.65,-98.6,19.86,63,9,2.87,MX,1670363147
410,toamasina,-18.1667,49.3833,23.0,88,75,2.57,MG,1670363147
411,kodinsk,58.6881,99.1844,-13.94,91,100,5.85,RU,1670363148
412,sambava,-14.2667,50.1667,23.02,86,5,4.88,MG,1670363148
413,kefamenanu,-9.4467,124.4781,22.32,75,56,0.76,ID,1670363149
414,gorakhpur,29.45,75.6833,13.53,33,0,3.21,IN,1670363149
415,eureka,40.8021,-124.1637,11.66,80,0,0.89,US,1670363137
416,salaga,8.5508,-0.5188,27.46,13,2,2.13,GH,1670363150
417,manzhouli,49.6,117.4333,-14.52,88,7,6.35,CN,1670363150
418,yauya,-8.9833,-77.3,15.11,44,96,2.74,PE,1670363150
419,eldorado,-23.7869,-54.2836,25.7,80,17,1.36,BR,1670363151
420,jiuquan,39.7432,98.5174,-8.86,83,52,1.49,CN,1670363151
421,trat,12.5,102.5,22.7,86,54,3.08,TH,1670363152
422,seddon,-37.8068,144.8916,17.6,75,0,0.0,AU,1670363152
423,ocean city,39.2776,-74.5746,14.14,89,100,0.89,US,1670363152
424,inyonga,-6.7167,32.0667,18.75,83,42,1.3,TZ,1670363153
425,isangel,-19.55,169.2667,29.32,69,63,0.45,VU,1670363153
426,pakhtakoron,40.1571,68.7466,-3.67,88,67,1.34,TJ,1670363154
427,bibiani,6.4635,-2.3194,23.28,77,63,1.22,GH,1670362950
428,tyret pervaya,53.6703,102.3106,-9.8,69,100,5.27,RU,1670363154
429,usinsk,65.9939,57.5281,-15.16,92,100,9.43,RU,1670363154
430,kushiro,42.975,144.3747,0.1,73,64,2.02,JP,1670363155
431,maneromango,-7.1988,38.7848,20.38,98,35,1.0,TZ,1670363155
432,san quintin,30.4833,-115.95,16.37,61,2,7.78,MX,1670363156
433,touros,-5.1989,-35.4608,26.13,77,55,6.07,BR,1670363156
434,krasnoselkup,65.7,82.4667,-15.75,97,96,5.33,RU,1670363156
435,vao,-22.6667,167.4833,24.44,88,77,1.98,NC,1670363157
436,sterling,39.0062,-77.4286,9.27,91,100,3.13,US,1670363059
437,benito juarez,19.385,-99.165,24.44,24,0,1.54,MX,1670363157
438,pisco,-13.7,-76.2167,24.03,60,0,9.26,PE,1670363158
439,biloela,-24.4167,150.5,28.83,44,0,2.74,AU,1670363158
440,agirish,61.9247,63.0231,-17.95,96,20,2.12,RU,1670363158
441,san cristobal,7.7669,-72.225,21.1,83,77,1.69,VE,1670362894
442,bemidji,47.4736,-94.8803,-9.9,79,0,0.0,US,1670363072
443,vanavara,60.34,102.2797,-11.73,91,100,5.9,RU,1670363159
444,tautira,-17.7333,-149.15,26.07,77,49,7.9,PF,1670363159
445,sosnovo-ozerskoye,52.5249,111.5418,-13.4,75,99,5.47,RU,1670363160
446,kruisfontein,-34.0033,24.7314,18.27,86,0,1.01,ZA,1670363160
447,rioja,-29.4111,-66.8507,37.19,20,5,2.8,AR,1670363160
448,havoysund,70.9963,24.6622,3.13,65,100,6.87,NO,1670363161
449,antofagasta,-23.65,-70.4,19.6,76,35,2.6,CL,1670363059
450,nelson bay,-32.7167,152.15,20.56,83,46,0.89,AU,1670363161
451,havelock,34.8791,-76.9013,19.99,90,100,2.57,US,1670363162
452,ambam,2.3833,11.2833,21.07,96,95,1.54,CM,1670363162
453,jining,35.405,116.5814,1.19,81,26,1.86,CN,1670363163
454,vestmanna,62.1564,-7.1664,1.51,64,100,8.23,FO,1670363163
455,hamada,34.8833,132.0833,8.51,57,97,8.17,JP,1670363164
456,arraial do cabo,-22.9661,-42.0278,22.92,88,75,4.63,BR,1670363164
457,iquitos,-3.7481,-73.2472,23.02,94,100,1.03,PE,1670363165
458,monrovia,6.3005,-10.7969,26.87,84,11,3.32,LR,1670362882
459,melioratorov,57.2107,65.6077,-21.32,77,0,5.0,RU,1670363165
460,pemangkat,1.1667,108.9667,24.94,90,100,2.06,ID,1670363166
461,shaunavon,49.6501,-108.4181,-24.12,81,100,2.84,CA,1670363167
462,bambous virieux,-20.3428,57.7575,25.14,83,75,5.14,MU,1670363167
463,valparaiso,-33.0393,-71.6273,29.13,32,0,6.69,CL,1670363168
464,ellensburg,46.9965,-120.5479,5.25,73,0,13.38,US,1670363168
465,kirakira,-10.4544,161.9205,28.5,77,59,2.46,SB,1670363169
466,baillif,16.0202,-61.7463,25.72,70,16,4.42,GP,1670363169
467,malihabad,26.9167,80.7167,11.95,41,0,3.2,IN,1670363169
468,yibin,28.7667,104.6238,9.71,80,100,0.49,CN,1670363170
469,ozinki,51.1786,49.6769,-12.75,76,29,2.6,RU,1670363170
470,puerto cabello,10.4731,-68.0125,35.75,71,33,2.08,VE,1670363171
471,ipixuna,-1.7625,-48.8043,26.18,79,96,1.72,BR,1670363171
472,whitehaven,54.549,-3.5841,1.48,100,11,5.11,GB,1670363171
473,port macquarie,-31.4333,152.9167,23.83,68,21,2.51,AU,1670363172
474,pacific grove,36.6177,-121.9166,13.93,70,0,3.6,US,1670363040
475,maroua,10.591,14.3159,24.19,21,1,3.37,CM,1670363173
476,eucaliptus,-17.5833,-67.5167,13.06,39,100,5.14,BO,1670363173
477,seoul,37.5683,126.9778,3.69,93,40,2.06,KR,1670363050
478,kokopo,-4.352,152.2633,27.06,76,89,1.21,PG,1670363173
479,chalons-en-champagne,48.9539,4.3672,2.57,97,36,1.29,FR,1670363174
480,hofn,64.2539,-15.2082,1.1,63,19,4.65,IS,1670363174
481,ormara,25.2088,64.6357,23.33,61,0,1.48,PK,1670363175
482,saurimo,-9.6608,20.3916,17.54,97,98,1.49,AO,1670363175
483,mtimbira,-8.7833,36.35,25.06,70,1,2.29,TZ,1670363175
484,sharlyk,52.9167,54.75,-23.15,98,10,1.02,RU,1670363176
485,ouallam,14.3188,2.0866,25.59,16,50,4.08,NE,1670363176
486,pangai,-19.8,-174.35,28.06,78,75,3.6,TO,1670363177
487,umm kaddadah,13.6017,26.6876,17.22,28,0,6.25,SD,1670363177
488,prince rupert,54.3161,-130.3201,3.83,95,100,8.75,CA,1670363177
489,porto murtinho,-21.6989,-57.8825,31.1,53,38,2.91,BR,1670363178
490,paranhos,-23.8928,-55.4311,24.09,77,85,1.14,BR,1670363178
491,celendin,-6.8703,-78.1517,20.29,47,84,2.85,PE,1670363179
492,goderich,43.7501,-81.7165,6.06,87,99,2.57,CA,1670362967
493,xining,36.6167,101.7667,-4.36,53,9,0.98,CN,1670363179
494,pangody,65.85,74.4859,-17.32,97,90,4.5,RU,1670363179
495,las cruces,32.3123,-106.7783,20.42,43,0,6.69,US,1670362989
496,whitefish,48.4111,-114.3376,0.06,88,100,1.54,US,1670363180
497,qianan,44.9932,124.0581,-8.05,63,2,5.84,CN,1670363181
498,paamiut,61.994,-49.6678,-0.97,95,60,3.87,GL,1670363181
499,tigil,57.8,158.6667,-9.35,89,100,4.77,RU,1670363181
500,srandakan,-7.9386,110.2506,24.14,90,100,1.27,ID,1670363182
501,polyarnyy,69.1989,33.4478,-4.27,92,100,5.34,RU,1670363182
502,coos bay,43.3665,-124.2179,10.69,90,0,2.57,US,1670363023
503,bari,41.1177,16.8512,14.15,85,0,2.24,IT,1670363183
504,ridgecrest,35.6225,-117.6709,14.27,35,40,0.89,US,1670363183
505,gueret,46.1667,1.8667,-2.12,98,23,1.64,FR,1670363184
506,baker city,44.7749,-117.8344,1.47,86,100,2.06,US,1670362984
507,kodarma,24.4667,85.6,10.75,49,1,1.89,IN,1670363184
508,ghanzi,-21.5667,21.7833,23.12,44,15,5.33,BW,1670363185
509,ontario,34.0633,-117.6509,16.4,65,100,2.06,US,1670362888
510,steamboat springs,40.485,-106.8317,-1.23,77,100,0.45,US,1670363185
511,sangmelima,2.9333,11.9833,20.69,88,90,1.2,CM,1670363186
512,goundam,16.4145,-3.6708,27.99,15,11,4.02,ML,1670363186
513,mocuba,-16.8392,36.9856,24.25,66,53,2.1,MZ,1670363187
514,lubumbashi,-11.6609,27.4794,16.78,88,78,0.34,CD,1670363187
515,itoman,26.1247,127.6694,18.01,61,75,6.69,JP,1670363187
516,komsomolskiy,40.4272,71.7189,1.4,64,75,2.06,UZ,1670363188
517,manavgat,36.7867,31.4431,14.16,71,6,2.03,TR,1670363188
518,cockburn town,21.4612,-71.1419,25.58,65,66,7.51,TC,1670363072
519,husavik,66.0449,-17.3389,-2.41,81,96,4.81,IS,1670363189
520,ocampo,21.65,-101.5,22.39,16,0,2.31,MX,1670363189
521,jardim,-21.4803,-56.1381,26.26,74,98,1.08,BR,1670363189
522,deputatskiy,69.3,139.9,-37.01,100,61,1.67,RU,1670363190
523,dali,25.7,100.1833,5.64,84,0,1.38,CN,1670363190
524,sawakin,19.1059,37.3321,25.32,75,60,5.38,SD,1670363191
525,jorochito,-18.05,-63.4333,32.18,64,92,1.86,BO,1670363191
526,tilichiki,60.4667,166.1,-11.33,88,88,4.75,RU,1670363192
527,sidi ali,36.0998,0.4206,13.44,84,79,2.64,DZ,1670363192
528,korhogo,9.45,-5.6333,26.25,31,17,0.66,CI,1670363192
529,okha,53.5739,142.9478,-15.73,86,100,5.99,RU,1670363193
530,constitucion,-35.3333,-72.4167,19.0,63,19,7.6,CL,1670363193
531,bhawanipatna,19.9,83.1667,14.56,67,81,0.31,IN,1670363194
532,naze,28.3667,129.4833,14.51,62,92,6.99,JP,1670363194
533,benguela,-12.5763,13.4055,25.42,80,100,0.51,AO,1670363194
534,mgandu,-5.95,34.1333,19.64,51,74,0.34,TZ,1670363195
535,kuytun,54.3419,101.5036,-10.74,74,100,6.9,RU,1670363195
536,henties bay,-22.116,14.2845,14.14,91,0,2.47,NA,1670363195
537,arica,-18.475,-70.3042,22.75,68,0,3.6,CL,1670362773
538,yurimaguas,-5.9,-76.0833,25.89,77,94,1.03,PE,1670363196
539,pontal do parana,-25.6533,-48.5128,22.72,95,87,1.42,BR,1670363197
540,nemuro,43.3236,145.575,0.48,94,100,1.0,JP,1670363029
541,turinsk,58.0458,63.696,-17.69,97,24,2.6,RU,1670363197
542,batemans bay,-35.7167,150.1833,17.28,48,36,1.72,AU,1670363197
543,ahuimanu,21.4447,-157.8378,28.84,70,100,3.6,US,1670363198
544,uray,60.1247,64.7758,-18.21,98,24,2.41,RU,1670363199
545,porto san giorgio,43.1827,13.7934,12.69,87,100,1.17,IT,1670363199
546,namestovo,49.4079,19.4803,2.21,97,100,2.33,SK,1670363200
547,muli,2.9167,73.5667,26.57,77,92,2.96,MV,1670363200
548,vilhena,-12.7406,-60.1458,27.12,74,40,3.09,BR,1670363201
549,peniche,39.3558,-9.3811,13.03,95,94,1.63,PT,1670363201
550,pedasi,7.5333,-80.0333,28.37,76,71,3.53,PA,1670363201
551,luang prabang,19.8856,102.1347,18.43,99,37,0.44,LA,1670363202
552,mitsamiouli,-11.3847,43.2844,26.83,76,71,4.37,KM,1670363202
553,locri,38.2414,16.2623,15.73,78,96,1.03,IT,1670363203
554,bosaso,11.2842,49.1816,24.2,72,97,1.41,SO,1670363203
555,rondonopolis,-16.4708,-54.6356,29.02,52,99,2.88,BR,1670362934
556,smirnykh,49.75,142.8333,-14.71,97,100,0.81,RU,1670363203
557,tacuarembo,-31.7333,-55.9833,32.77,22,0,5.15,UY,1670363204
558,honningsvag,70.9821,25.9704,2.86,65,75,7.72,NO,1670363204
559,albanel,48.8832,-72.4487,1.08,93,100,3.6,CA,1670363205
560,muzhi,65.3667,64.6667,-17.09,96,100,1.98,RU,1670363205
561,guerrero negro,27.9769,-114.0611,18.4,53,10,7.6,MX,1670363205
562,steinbach,50.1667,8.5667,3.77,87,75,3.6,DE,1670363206
563,chapais,49.7834,-74.8492,-5.12,96,99,2.44,CA,1670363206
564,anori,-3.7728,-61.6442,26.62,81,72,0.9,BR,1670363206
565,praia da vitoria,38.7333,-27.0667,14.14,88,75,12.03,PT,1670363207
566,port pirie,-33.1833,138.0167,18.39,58,98,7.43,AU,1670363207
567,jijiga,9.35,42.8,15.54,62,15,0.54,ET,1670363207
568,ciro marina,39.3732,17.126,14.67,76,100,2.71,IT,1670363208
569,bacolod,10.6667,122.95,24.17,86,20,4.05,PH,1670363208
570,burgeo,47.6167,-57.6152,3.04,86,100,4.23,CA,1670363209
571,hami,42.8,93.45,-5.95,42,52,1.45,CN,1670363209
572,bafra,41.5678,35.9069,11.01,82,91,1.48,TR,1670363209
573,ahipara,-35.1667,173.1667,18.02,80,99,7.25,NZ,1670363210
574,nizhniy tsasuchey,50.5167,115.1333,-11.36,77,16,5.87,RU,1670363210
575,college,64.8569,-147.8028,-4.89,90,75,0.0,US,1670363029
576,bukachacha,52.9833,116.9167,-22.79,94,9,1.4,RU,1670363211
577,kamphaeng phet,16.25,99.5,22.12,79,92,1.96,TH,1670363211
578,berezovyy,51.6667,135.7,-21.48,88,24,2.11,RU,1670363211
579,semey,50.4111,80.2275,-26.25,99,45,1.75,KZ,1670363212
580,kazachinskoye,57.6953,93.2761,-13.43,89,100,4.59,RU,1670363212
581,yangambi,0.8102,24.4336,22.73,85,86,0.86,CD,1670363213
582,itaituba,-4.2761,-55.9836,31.09,70,75,1.03,BR,1670363213
583,korla,41.7597,86.1469,-4.03,48,84,1.01,CN,1670363213
584,baoning,25.3378,110.026,7.92,71,75,2.0,CN,1670363214
585,simpang,-1.2667,104.0833,23.11,93,100,0.26,ID,1670363214
586,okhotsk,59.3833,143.3,-26.76,92,75,2.57,RU,1670363214
587,sistranda,63.7256,8.834,-0.02,54,100,9.08,NO,1670363215
588,joshimath,30.5667,79.5667,7.54,17,0,4.06,IN,1670363215
589,nanortalik,60.1432,-45.2371,2.12,99,100,1.95,GL,1670363216
590,mayo,38.8876,-76.5119,9.99,94,100,3.09,US,1670363216
591,astaneh-ye ashrafiyeh,37.2596,49.9444,7.21,89,95,2.93,IR,1670363216
592,suez,29.9737,32.5263,15.98,72,29,3.06,EG,1670363217
593,indianola,41.3581,-93.5574,7.27,55,72,0.89,US,1670363217
594,luanda,-8.8368,13.2343,26.0,89,40,2.57,AO,1670363217
595,waddan,29.1614,16.139,16.39,44,8,1.11,LY,1670363218
596,tarko-sale,64.9225,77.785,-15.56,95,99,6.57,RU,1670363218
